"","id","tweet","date","origtweet"
"27","226-27","#SexualPredatorInChief beginningsMeToo zoeRvm35vb",2018-02-21 19:17:00,"@NewYorker #SexualPredatorInChief beginnings...#MeToo @realDonaldTrump @IvankaTrump @jaredkushner @SenatorCollins @LindseyGrahamSC @SpeakerRyan @GrassleyPress @lisamurkowski @clairecmc @SpeakerRyan https://t.co/zoeRvm35vb"
"28","226-28","#SexualPredatorInChief beginningsMeToo zoeRvm35vb",2018-02-21 19:17:00,"@NewYorker #SexualPredatorInChief beginnings...#MeToo @realDonaldTrump @IvankaTrump @jaredkushner @SenatorCollins @LindseyGrahamSC @SpeakerRyan @GrassleyPress @lisamurkowski @clairecmc @SpeakerRyan https://t.co/zoeRvm35vb"
"29","226-29","#SexualPredatorInChief beginningsMeToo zoeRvm35vb",2018-02-21 19:17:00,"@NewYorker #SexualPredatorInChief beginnings...#MeToo @realDonaldTrump @IvankaTrump @jaredkushner @SenatorCollins @LindseyGrahamSC @SpeakerRyan @GrassleyPress @lisamurkowski @clairecmc @SpeakerRyan https://t.co/zoeRvm35vb"
"30","226-30","#SexualPredatorInChief beginningsMeToo zoeRvm35vb",2018-02-21 19:17:00,"@NewYorker #SexualPredatorInChief beginnings...#MeToo @realDonaldTrump @IvankaTrump @jaredkushner @SenatorCollins @LindseyGrahamSC @SpeakerRyan @GrassleyPress @lisamurkowski @clairecmc @SpeakerRyan https://t.co/zoeRvm35vb"
"31","226-31","#SexualPredatorInChief beginningsMeToo zoeRvm35vb",2018-02-21 19:17:00,"@NewYorker #SexualPredatorInChief beginnings...#MeToo @realDonaldTrump @IvankaTrump @jaredkushner @SenatorCollins @LindseyGrahamSC @SpeakerRyan @GrassleyPress @lisamurkowski @clairecmc @SpeakerRyan https://t.co/zoeRvm35vb"
"32","226-32","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable. ",2018-02-26 15:55:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable. @VenkaylaHaynes @Tinu @TananariveDue @DarlingEbony @elise_flowers"
"33","226-33","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable. ",2018-02-26 15:55:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable. @VenkaylaHaynes @Tinu @TananariveDue @DarlingEbony @elise_flowers"
"34","226-34","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable. ",2018-02-26 15:55:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable. @VenkaylaHaynes @Tinu @TananariveDue @DarlingEbony @elise_flowers"
"35","226-35","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable. ",2018-02-26 15:55:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable. @VenkaylaHaynes @Tinu @TananariveDue @DarlingEbony @elise_flowers"
"36","226-36","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable. ",2018-02-26 15:55:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable. @VenkaylaHaynes @Tinu @TananariveDue @DarlingEbony @elise_flowers"
"37","226-37","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable.",2018-02-26 15:58:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable.
@DMVBlackLives @_firststudents @BlackDeanMagic @softspokn1"
"38","226-38","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable.",2018-02-26 15:58:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable.
@DMVBlackLives @_firststudents @BlackDeanMagic @softspokn1"
"39","226-39","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable.",2018-02-26 15:58:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable.
@DMVBlackLives @_firststudents @BlackDeanMagic @softspokn1"
"40","226-40","I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult,  somehow compensate founder  The erasure of the important work of Black women is NOT acceptable.",2018-02-26 15:58:00,"I will not support, endorse, or take part in any #MeToo project that doesn't properly credit, consult, &amp; somehow compensate founder @TaranaBurke. The erasure of the important work of Black women is NOT acceptable.
@DMVBlackLives @_firststudents @BlackDeanMagic @softspokn1"
"41","226-41","New collection! Find resources in response to the #MeToo  #MeTooK12 movements. Discover new ways to promote healthy relationships  combat harassment. OvGYDKrAGJ #TimesUp  b68c0oBKlT",2018-02-26 01:03:00,"New collection! Find resources in response to the #MeToo &amp; #MeTooK12 movements. Discover new ways to promote healthy relationships &amp; combat harassment. https://t.co/OvGYDKrAGJ #TimesUp @WithoutViolence @MorningsideCtr  @SSAISorg @ADL_Education @GLSEN_Education @AFTUnion https://t.co/b68c0oBKlT"
"42","226-42","New collection! Find resources in response to the #MeToo  #MeTooK12 movements. Discover new ways to promote healthy relationships  combat harassment. OvGYDKrAGJ #TimesUp  b68c0oBKlT",2018-02-26 01:03:00,"New collection! Find resources in response to the #MeToo &amp; #MeTooK12 movements. Discover new ways to promote healthy relationships &amp; combat harassment. https://t.co/OvGYDKrAGJ #TimesUp @WithoutViolence @MorningsideCtr  @SSAISorg @ADL_Education @GLSEN_Education @AFTUnion https://t.co/b68c0oBKlT"
"43","226-43","New collection! Find resources in response to the #MeToo  #MeTooK12 movements. Discover new ways to promote healthy relationships  combat harassment. OvGYDKrAGJ #TimesUp  b68c0oBKlT",2018-02-26 01:03:00,"New collection! Find resources in response to the #MeToo &amp; #MeTooK12 movements. Discover new ways to promote healthy relationships &amp; combat harassment. https://t.co/OvGYDKrAGJ #TimesUp @WithoutViolence @MorningsideCtr  @SSAISorg @ADL_Education @GLSEN_Education @AFTUnion https://t.co/b68c0oBKlT"
"44","226-44","Review: At Geneva #HRC37, UNSG Brags of His Work in #Myanmar, Ignores #Cameroon  India #MeToo as with Global Communicator continues censorship, UN Faces Staff Strike tfdNBWXXHJ 3ybLFBQRdl",2018-02-26 14:10:00,"Review: At Geneva #HRC37, UNSG @AntonioGuterres Brags of His Work in #Myanmar, Ignores #Cameroon &amp; India #MeToo as with Global Communicator @Alison_Smale continues censorship, UN Faces Staff Strike https://t.co/tfdNBWXXHJ https://t.co/3ybLFBQRdl"
"45","226-45","Call for chapters. #MeToo: Survivors of sexual violence as counsellors and psychotherapists. PCCS Books (2019).  Information for potential contributors can be found here 3iynH2mjDSPlease contact editors Deborah A. Lee and Emma Palmer VpAxUogQ8c",2018-02-26 16:19:00,"Call for chapters. #MeToo: Survivors of sexual violence as counsellors and psychotherapists. PCCS Books (2019).  Information for potential contributors can be found here https://t.co/3iynH2mjDS
Please contact editors @socandtherapy Deborah A. Lee and @emmapalmer2018 Emma Palmer https://t.co/VpAxUogQ8c"
"46","226-46","Call for chapters. #MeToo: Survivors of sexual violence as counsellors and psychotherapists. PCCS Books (2019).  Information for potential contributors can be found here 3iynH2mjDSPlease contact editors Deborah A. Lee and Emma Palmer VpAxUogQ8c",2018-02-26 16:19:00,"Call for chapters. #MeToo: Survivors of sexual violence as counsellors and psychotherapists. PCCS Books (2019).  Information for potential contributors can be found here https://t.co/3iynH2mjDS
Please contact editors @socandtherapy Deborah A. Lee and @emmapalmer2018 Emma Palmer https://t.co/VpAxUogQ8c"
"47","226-47","Hey here are some other words from Rev. Graham you should considerSqluOCH0l9 on #MeToo: ?Sin always involves a slippery slope of secrets that will eventually be revealed Live a life that would please [God] 238uU6HvVh",2018-02-26 20:12:00,"Hey @realDonaldTrump here are some other words from Rev. Graham you should consider...

https://t.co/SqluOCH0l9 on #MeToo: ?Sin always involves a slippery slope of secrets that will eventually be revealed... Live a life that would please [God].? https://t.co/238uU6HvVh"
"48","226-48","Such a great experience with Seneca Williams. Interviewed me about Leadership, sexual harassment, sexploitation  the #MeToo movement and more. Wonderful host. Thought provoking discussion. #MakeMovesMonday EspP3GDjhG",2018-02-26 20:12:00,"Such a great experience with Seneca Williams. Interviewed me about Leadership, sexual harassment, sexploitation &amp; the #MeToo movement and more. Wonderful host. Thought provoking discussion. #MakeMovesMonday https://t.co/EspP3GDjhG"
"49","226-49","RT : Radio host loses job after sexual comments on teen Olympian. But anyone who complained is a ?sexist crybaby #MeToo  https:/?",2018-02-26 20:12:00,"RT @Wolfe321: Radio host loses job after sexual comments on teen Olympian. But anyone who complained is a ?sexist crybaby.? #MeToo  https:/?"
"50","226-50","Monica Lewinsky: Emerging from ?the House of Gaslight? in the Age of #MeToo 3pEYSCLTpt",2018-02-26 20:12:00,"Monica Lewinsky: Emerging from ?the House of Gaslight? in the Age of #MeToo https://t.co/3pEYSCLTpt"
"51","226-51","RT : #METOO    2002? 17?, ?3  25 3?              ",2018-02-26 20:12:00,"RT @Two_Wing: #METOO ????? ??? ?????
???? 2002? 17?, ?3 ???? 25??? 3? ???? ????
?? ?? ???? ????? ??? ??? ?????
??? ?? ???? ?? ???? ????? ???"
"52","226-52","RT : Corea del Sur se une a campaÔøΩa global #MeToo contra violencia sexual HUzkoen5gp LATUm8086t",2018-02-26 20:12:00,"RT @AristeguiOnline: Corea del Sur se une a campa§a global #MeToo contra violencia sexual https://t.co/HUzkoen5gp https://t.co/LATUm8086t"
"53","226-53","RT : Corea del Sur se une a campaÔøΩa global #MeToo contra violencia sexual HUzkoen5gp LATUm8086t",2018-02-26 20:12:00,"RT @AristeguiOnline: Corea del Sur se une a campa§a global #MeToo contra violencia sexual https://t.co/HUzkoen5gp https://t.co/LATUm8086t"
"54","226-54","Fideo' gan PMT (Pryd Ma Te) am gael ei chwarae ar y sioe heno #MeToo 1FWEGPWwnh",2018-02-26 14:43:00,"Fideo' gan PMT (Pryd Ma Te) am gael ei chwarae ar y sioe heno #MeToo @BBCRadioCymru https://t.co/1FWEGPWwnh"
"55","226-55","RT : 'Fideo' gan PMT (Pryd Ma Te) am gael ei chwarae ar y sioe heno #MeToo 1FWEGPWwnh",2018-02-26 20:12:00,"RT @therealrhysmwyn: 'Fideo' gan PMT (Pryd Ma Te) am gael ei chwarae ar y sioe heno #MeToo @BBCRadioCymru https://t.co/1FWEGPWwnh"
"56","226-56","RT : 'Fideo' gan PMT (Pryd Ma Te) am gael ei chwarae ar y sioe heno #MeToo 1FWEGPWwnh",2018-02-26 20:12:00,"RT @therealrhysmwyn: 'Fideo' gan PMT (Pryd Ma Te) am gael ei chwarae ar y sioe heno #MeToo @BBCRadioCymru https://t.co/1FWEGPWwnh"
"57","226-57","RT :         #Metoo    +(=)        ? ?  ",2018-02-26 20:12:00,"RT @OnePunchiMickey: ""???""??? ?? ??? ?? ??? ?? ??? ????. #Metoo ?? ??? ??. #???+#???(=????) ??? ??? ????.

??? ??? ????? ????. ??? ? ? ?? ??"
"58","226-58","#MeToo #MeTwo",2018-02-26 20:12:00,"@chanelefi #MeToo #MeTwo"
"59","226-59","#MeToo uFkK4bExLH",2018-02-26 20:12:00,"#MeToo https://t.co/uFkK4bExLH"
"60","226-60","Meet the badass Afghan woman who has resolved 50 cases of abuse against women, and helped detain 21 men accused of violence against women in just one year. #Afghanistan #law #MeToo #TimesUp t48zCJeTq9",2018-02-26 20:13:00,"Meet the badass Afghan woman who has resolved 50 cases of abuse against women, and helped detain 21 men accused of violence against women in just one year. #Afghanistan #law #MeToo #TimesUp https://t.co/t48zCJeTq9"
"61","226-61","RT : Where has #metoo left the art of seduction? offers a French perspective, on this month's LNWH with ?",2018-02-26 20:13:00,"RT @BBCWomansHour: Where has #metoo left the art of seduction? @AgnesCPoirier offers a French perspective, on this month's LNWH with @laure?"
"62","226-62","Where has #metoo left the art of seduction? offers a French perspective, on this month's LNWH with  TxtdCkkW5A qN3Ixnl4TO",2018-02-26 17:05:00,"Where has #metoo left the art of seduction? @AgnesCPoirier offers a French perspective, on this month's LNWH with @laurenlaverne @BBCWomansHour  https://t.co/TxtdCkkW5A https://t.co/qN3Ixnl4TO"
"63","226-63","RT : Where has #metoo left the art of seduction? offers a French perspective, on this month's LNWH with ?",2018-02-26 20:13:00,"RT @BBCWomansHour: Where has #metoo left the art of seduction? @AgnesCPoirier offers a French perspective, on this month's LNWH with @laure?"
"64","226-64","#deleteuber #DeleteUber #MeToo #Metoomovement #metoo #MeTooUber #WomensSixNations #womaninbiz Fxkk3sr3JA",2018-02-26 15:00:00,"#deleteuber #DeleteUber #MeToo #Metoomovement #metoo #MeTooUber 
@loosewomen @WomensHealthMag @WomAgainstUber @womensmarch @UN_Women @WEP_UK @womenshealth @BBCWomansHour @WOMAN @TheSingleWoman @WomansDay #WomensSixNations #womaninbiz https://t.co/Fxkk3sr3JA"
"65","226-65","RT : Where has #metoo left the art of seduction? offers a French perspective, on this month's LNWH with ?",2018-02-26 20:13:00,"RT @BBCWomansHour: Where has #metoo left the art of seduction? @AgnesCPoirier offers a French perspective, on this month's LNWH with @laure?"
"66","226-66","Hey Jake, with Monica Lewinski releasing statements about the #MeToo movement  Pres. Clinton, I?m sure you?ll reach out to ask her about it. Since it isn?t inappropriate to ask a daughter about these issues, I?m sure you?ll press her on o",2018-02-26 20:13:00,"@jaketapper Hey Jake, with Monica Lewinski releasing statements about the #MeToo movement &amp; Pres. Clinton, I?m sure you?ll reach out to ask her about it. Since it isn?t inappropriate to ask a daughter about these issues, I?m sure you?ll press her on o"
"67","226-67","#metoo ",2018-02-26 20:13:00,"@NlvdP #metoo ??"
"68","226-68","There are times when shit happens. And then there?s when excellent shit happens. #MeToo #TimesUpMPB3kJzBsA",2018-02-26 20:13:00,"There are times when shit happens. And then there?s when excellent shit happens. #MeToo #TimesUp

https://t.co/MPB3kJzBsA"
"69","226-69","Writers respond to the #MeToo movement. Our #PENtownhall featuring        2/28. 8Z4nSAja3s",2018-02-26 14:15:00,"Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsquad, &amp; @SuzanneNossel. 2/28. https://t.co/8Z4nSAja3s"
"70","226-70","RT : Writers respond to the #MeToo movement. Our #PENtownhall featuring     ?",2018-02-26 20:13:00,"RT @PENamerican: Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsq?"
"71","226-71","Writers respond to the #MeToo movement. Our #PENtownhall featuring        2/28. 8Z4nSAja3s",2018-02-26 14:15:00,"Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsquad, &amp; @SuzanneNossel. 2/28. https://t.co/8Z4nSAja3s"
"72","226-72","RT : Writers respond to the #MeToo movement. Our #PENtownhall featuring     ?",2018-02-26 20:13:00,"RT @PENamerican: Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsq?"
"73","226-73","Writers respond to the #MeToo movement. Our #PENtownhall featuring        2/28. 8Z4nSAja3s",2018-02-26 14:15:00,"Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsquad, &amp; @SuzanneNossel. 2/28. https://t.co/8Z4nSAja3s"
"74","226-74","RT : Writers respond to the #MeToo movement. Our #PENtownhall featuring     ?",2018-02-26 20:13:00,"RT @PENamerican: Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsq?"
"75","226-75","Writers respond to the #MeToo movement. Our #PENtownhall featuring        2/28. 8Z4nSAja3s",2018-02-26 14:15:00,"Writers respond to the #MeToo movement. Our #PENtownhall featuring @collier, @rebel19, @mashagessen, @wesyang, @Egangoonsquad, &amp; @SuzanneNossel. 2/28. https://t.co/8Z4nSAja3s"
