,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Media in Tweet,Tweet Image File,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Favorited,Favorite Count,In-Reply-To User ID,Is Quote Status,Language,Possibly Sensitive,Quoted Status ID,Retweeted,Retweet Count,Retweet ID,Source,Truncated,Unified Twitter ID,Imported Tweet Type,Added By Extended Analysis,Corrected By Extended Analysis,Place Bounding Box,Place Country,Place Country Code,Place Full Name,Place ID,Place Name,Place Type,Place URL
mygrindnvrstops,chaddcripe,,,,,,,,,,,,,Mentions,3/9/18 01:10,"RT @chaddcripe: Two @uidaho athletes share their stories of how sexual assault, harassment complaints were mishandled in 2013. ""I'm not spe…",,,,,http://pbs.twimg.com/profile_images/971914665449017344/shWo8eR5_normal.jpg,3/9/18 01:10,https://twitter.com/#!/mygrindnvrstops/status/971916207191244800,,,971916207191244800,,FALSE,0,,FALSE,en,,,FALSE,16,971892528709603330,Twitter for Android,FALSE,971892528709603330,Tweet,0,0,,,,,,,,
tsungv,serfidd,,,,,,,,,,,,,Mentions,3/9/18 01:10,"RT @serfidd: __ ____ ____ ____ _____ ___, ___, ____ _____. #metoo #______ https://t.co/jleOvU9oDW",,,metoo ______,https://pbs.twimg.com/media/DXzMEejXUAE3JV1.jpg,https://pbs.twimg.com/media/DXzMEejXUAE3JV1.jpg,3/9/18 01:10,https://twitter.com/#!/tsungv/status/971916214862725121,,,971916214862725121,,FALSE,0,,FALSE,ko,,,FALSE,319,971876029282349057,Twitter for iPhone,FALSE,971876029282349057,Tweet,0,0,,,,,,,,
imyospam,netizenbuzz,,,,,,,,,,,,,Mentions,3/9/18 01:10,RT @netizenbuzz: #metoo victim releases recent Katalk exchange with idol singer https://t.co/J035If4H3c https://t.co/o9pPTMCkKa,http://netizenbuzz.blogspot.com/2018/03/metoo-victim-releases-recent-katalk.html?utm_source=dlvr.it&utm_medium=twitter,blogspot.com,metoo,https://pbs.twimg.com/media/DXzmDCOUMAETpOk.jpg,https://pbs.twimg.com/media/DXzmDCOUMAETpOk.jpg,3/9/18 01:10,https://twitter.com/#!/imyospam/status/971916219673583616,,,971916219673583616,,FALSE,0,,FALSE,en,,,FALSE,69,971904561878200321,Twitter for iPhone,FALSE,971904561878200321,Tweet,0,0,,,,,,,,
cars4consumers,cars4consumers,,,,,,,,,,,,,Tweet,3/9/18 01:10,#Metoo #Enough #EnoughIsEnough #WomensHistoryMonth Together we can lift the veil of secrecy so the power of the TRUTH can shine. https://t.co/W8ZCH7rzob,https://twitter.com/FPBland/status/971836019434754049,twitter.com,metoo enough enoughisenough womenshistorymonth,,http://pbs.twimg.com/profile_images/424360996912652289/caLWdpND_normal.jpeg,3/9/18 01:10,https://twitter.com/#!/cars4consumers/status/971916223645589504,,,971916223645589504,,FALSE,0,,TRUE,en,,971836019434754049,FALSE,0,,Twitter Web Client,FALSE,971916223645589504,Tweet,0,0,,,,,,,,
tiffanyshlain,tiffanyshlain,,,,,,,,,,,,,Tweet,3/1/18 03:53,"A new day is on the horizon. Let's turn the gender equality conversation into action. Our new trailer for 50/50 Day features everything to come on 4/26. New films, speakers, pledges, &amp; over 20K events. Join us! https://t.co/EBkShnHeAG  #GettingTo5050 #MeToo #TimesUp #5050by2020 https://t.co/mrE8utz2Lc",http://www.letitripple.org/films/50-50/5050-day/,letitripple.org,gettingto5050 metoo timesup 5050by2020,https://pbs.twimg.com/ext_tw_video_thumb/969057442935042048/pu/img/e5EGn_4-OlYg2HXs.jpg,https://pbs.twimg.com/ext_tw_video_thumb/969057442935042048/pu/img/e5EGn_4-OlYg2HXs.jpg,3/1/18 03:53,https://twitter.com/#!/tiffanyshlain/status/969058109804163072,,,969058109804163072,,FALSE,29,,FALSE,en,,,FALSE,23,,Twitter Web Client,FALSE,969058109804163072,Retweet,0,0,,,,,,,,
angelicayvette,tiffanyshlain,,,,,,,,,,,,,Mentions,3/9/18 01:10,RT @tiffanyshlain: A new day is on the horizon. Let's turn the gender equality conversation into action. Our new trailer for 50/50 Day feat…,,,,,http://pbs.twimg.com/profile_images/823401939291377664/nYo-xb-4_normal.jpg,3/9/18 01:10,https://twitter.com/#!/angelicayvette/status/971916224543129601,,,971916224543129601,,FALSE,0,,FALSE,en,,,FALSE,23,969058109804163072,Twitter for iPhone,FALSE,969058109804163072,Tweet,0,0,,,,,,,,
wetsnahgem,theellenshow,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @TheEllenShow: #MeToo https://t.co/7thNj0FMas,,,metoo,https://pbs.twimg.com/media/DMhfugeVoAAsdzH.jpg,https://pbs.twimg.com/media/DMhfugeVoAAsdzH.jpg,3/9/18 01:11,https://twitter.com/#!/wetsnahgem/status/971916228251078656,,,971916228251078656,,FALSE,0,,FALSE,und,,,FALSE,3574,921092920840658944,Twitter for iPhone,FALSE,921092920840658944,Tweet,0,0,,,,,,,,
dhoanj,serfidd,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @serfidd: __ ____ ____ ____ _____ ___, ___, ____ _____. #metoo #______ https://t.co/jleOvU9oDW",,,metoo ______,https://pbs.twimg.com/media/DXzMEejXUAE3JV1.jpg,https://pbs.twimg.com/media/DXzMEejXUAE3JV1.jpg,3/9/18 01:11,https://twitter.com/#!/dhoanj/status/971916229970726912,,,971916229970726912,,FALSE,0,,FALSE,ko,,,FALSE,319,971876029282349057,Twitter for iPhone,FALSE,971876029282349057,Tweet,0,0,,,,,,,,
albertbruno2017,_sierrawhiskee,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @_SierraWhiskee: #internationalwomensdayThese 5 Ladies Represent everything great about being a Woman. They Display Strength, Knowle…",,,internationalwomensday,,http://pbs.twimg.com/profile_images/926964179293974528/FQMR0J69_normal.jpg,3/9/18 01:11,https://twitter.com/#!/albertbruno2017/status/971916244289970176,,,971916244289970176,,FALSE,0,,FALSE,en,,,FALSE,1466,971772163886845954,Twitter for iPhone,FALSE,971772163886845954,Tweet,0,0,,,,,,,,
elliedionne,kthopkins,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @KTHopkins: Conservative Women are standing strong. Crushing dreary Western feminazis between our powerful thighs. Screw-you #MeToo #MAG…,,,metoo,,http://pbs.twimg.com/profile_images/810134396422516736/9wj578Rt_normal.jpg,3/9/18 01:11,https://twitter.com/#!/elliedionne/status/971916250866741248,,,971916250866741248,,FALSE,0,,FALSE,en,,,FALSE,1186,971673365281898496,Twitter for iPhone,FALSE,971673365281898496,Tweet,0,0,,,,,,,,
patchapond,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/970684295139418117/fmXVv8kR_normal.jpg,3/9/18 01:11,https://twitter.com/#!/patchapond/status/971916254037532672,,,971916254037532672,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for iPhone,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
rs_bennie,emusanchome,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @emusanchome: _____________ Korea Herald ______ _________ #metoo ________ _________________________________________________ ________ ___…,,,metoo,,http://pbs.twimg.com/profile_images/958719230609825792/s_tD7seR_normal.jpg,3/9/18 01:11,https://twitter.com/#!/rs_bennie/status/971916259959832577,,,971916259959832577,,FALSE,0,,FALSE,th,,,FALSE,42,971818250324426752,Twitter for iPad,FALSE,971818250324426752,Tweet,0,0,,,,,,,,
cdblacc94,iamgmjohnson,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @IamGMJohnson: This literally says it’s only a felony if contact is made skin to skin. Sexual assault in this country is an absolute j…",,,,,http://pbs.twimg.com/profile_images/684575744425472002/utAvSjgB_normal.jpg,3/9/18 01:11,https://twitter.com/#!/cdblacc94/status/971916267132260353,,,971916267132260353,,FALSE,0,,TRUE,en,,971585615878873090,FALSE,6158,971586963945017345,Twitter for iPhone,FALSE,971586963945017345,Tweet,0,0,,,,,,,,
anniegranny8246,trumpsblonde,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @TrumpsBlonde: Happy #InternationalWomensDay ! These are the women who inspire me everyday!  The great #Women4TRUMP! Who's the most insp…,,,internationalwomensday women4trump,,http://pbs.twimg.com/profile_images/945495617551380480/m7Q_0tg-_normal.jpg,3/9/18 01:11,https://twitter.com/#!/anniegranny8246/status/971916269636251649,,,971916269636251649,,FALSE,0,,FALSE,en,,,FALSE,165,971849433209102337,Twitter for iPad,FALSE,971849433209102337,Tweet,0,0,,,,,,,,
bjdunniw001,_sierrawhiskee,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @_SierraWhiskee: #internationalwomensdayThese 5 Ladies Represent everything great about being a Woman. They Display Strength, Knowle…",,,internationalwomensday,,http://pbs.twimg.com/profile_images/847995894397980672/Z6PaVahs_normal.jpg,3/9/18 01:11,https://twitter.com/#!/bjdunniw001/status/971916274912628737,,,971916274912628737,,FALSE,0,,FALSE,en,,,FALSE,1466,971772163886845954,Twitter Web Client,FALSE,971772163886845954,Tweet,0,0,,,,,,,,
akshikaagarwal3,interscriptucl,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @interscriptUCL: ""The publishing industry has its own set of available responses to the wave of #MeToo revelations ... but what role can…",,,metoo,,http://pbs.twimg.com/profile_images/913525877996244992/6dUGPatS_normal.jpg,3/9/18 01:11,https://twitter.com/#!/akshikaagarwal3/status/971916282277826565,,,971916282277826565,,FALSE,0,,FALSE,en,,,FALSE,11,971828709115285504,Twitter for iPhone,FALSE,971828709115285504,Tweet,0,0,,,,,,,,
itim_happiness,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/971730430838808576/6bvo_sfi_normal.jpg,3/9/18 01:11,https://twitter.com/#!/itim_happiness/status/971916291798851584,,,971916291798851584,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for iPhone,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
enews,enews,,,,,,,,,,,,,Tweet,3/8/18 22:50,"Oprah Winfrey and Gwyneth Paltrow did not hold back when talking about Harvey Weinstein, #MeToo, and more on Goop's podcast: https://t.co/TeQj700oUR https://t.co/WUJo3cIKI8",https://trib.al/7lxzSjJ,trib.al,metoo,https://pbs.twimg.com/media/DXzQenAX0AEMwZA.jpg,https://pbs.twimg.com/media/DXzQenAX0AEMwZA.jpg,3/8/18 22:50,https://twitter.com/#!/enews/status/971880845777735680,,,971880845777735680,,FALSE,118,,FALSE,en,,,FALSE,20,,SocialFlow,FALSE,971880845777735680,Retweet,0,0,,,,,,,,
itsrenzocasco,enews,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @enews: Oprah Winfrey and Gwyneth Paltrow did not hold back when talking about Harvey Weinstein, #MeToo, and more on Goop's podcast: htt…",,,metoo,,http://pbs.twimg.com/profile_images/933780631309443077/0V2Uii4m_normal.jpg,3/9/18 01:11,https://twitter.com/#!/itsrenzocasco/status/971916294898544642,,,971916294898544642,,FALSE,0,,FALSE,en,,,FALSE,20,971880845777735680,Twitter for iPhone,FALSE,971880845777735680,Tweet,0,0,,,,,,,,
lululexie,_sierrawhiskee,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @_SierraWhiskee: #internationalwomensdayThese 5 Ladies Represent everything great about being a Woman. They Display Strength, Knowle…",,,internationalwomensday,,http://pbs.twimg.com/profile_images/656919532284416000/xq7Maw4Z_normal.jpg,3/9/18 01:11,https://twitter.com/#!/lululexie/status/971916300703404032,,,971916300703404032,,FALSE,0,,FALSE,en,,,FALSE,1466,971772163886845954,Twitter for iPhone,FALSE,971772163886845954,Tweet,0,0,,,,,,,,
nenonone555,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/969613184179908608/GY_rMLJo_normal.jpg,3/9/18 01:11,https://twitter.com/#!/nenonone555/status/971916304033636352,,,971916304033636352,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for Android,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
hector460,hector460,,,,,,,,,,,,,Tweet,3/9/18 01:11,"#METOO _ __ ___ __ ___ ___. ___ ___ ___ ____. https://t.co/1LoUZdqTUd",,,metoo,https://pbs.twimg.com/media/DXzwj3nVMAARG4k.jpg,https://pbs.twimg.com/media/DXzwj3nVMAARG4k.jpg,3/9/18 01:11,https://twitter.com/#!/hector460/status/971916305115660288,,,971916305115660288,,FALSE,0,,FALSE,ko,,,FALSE,0,,Twitter Web Client,FALSE,971916305115660288,Tweet,0,0,,,,,,,,
yourdahye,mi_chii_,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @mi_chii_: ___ ___ __ ______. __ __ __ _ __ ___ ______ _____ ___ _____. ___ __ ____. https://t.co/ebwWqbO9bF  #MeToo,https://twitter.com/kjc1b/status/971763044404535297,twitter.com,metoo,,http://pbs.twimg.com/profile_images/969854826702979072/TvLTBn8i_normal.jpg,3/9/18 01:11,https://twitter.com/#!/yourdahye/status/971916315358150656,,,971916315358150656,,FALSE,0,,TRUE,ko,,971763044404535297,FALSE,13,971912664149409793,Twitter for iPhone,FALSE,971912664149409793,Tweet,0,0,,,,,,,,
moolboksb,femidangdang,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @femidangdang: _____ __ __, __ __, __ ___ ____ __ ____ #metoo  __ ___ ___ __ _______ ___ _____ ____ __ __ __ ___ __ ____ _____. ___ ____…",,,metoo,,http://pbs.twimg.com/profile_images/969480158225752064/Jfll-Vir_normal.png,3/9/18 01:11,https://twitter.com/#!/moolboksb/status/971916318956924928,,,971916318956924928,,FALSE,0,,FALSE,ko,,,FALSE,218,971219988550791169,Twitter for Android,FALSE,971219988550791169,Tweet,0,0,,,,,,,,
iwdottawa,nationalourturn,,,,,,,,,,,,,Mentions,3/9/18 01:11,"“We need to keep talking about it,” says Jade Cooligan Pang, of Our Turn Carleton &amp; Our Turn National @OurTurnCarleton @NationalOurTurn re the #MeToo and #TimesUp movements",,,metoo timesup,,http://pbs.twimg.com/profile_images/830068232404946945/Vz4yhZkM_normal.jpg,3/9/18 01:11,https://twitter.com/#!/iwdottawa/status/971916333511213061,,,971916333511213061,,FALSE,0,,FALSE,en,,,FALSE,0,,Twitter for iPhone,FALSE,971916333511213061,Tweet,0,0,,,,,,,,
jkxamm_,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/954805780104073217/6le6NGAb_normal.jpg,3/9/18 01:11,https://twitter.com/#!/jkxamm_/status/971916340930920448,,,971916340930920448,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for iPhone,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
pmm526,maria,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,gwencarreric,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,sybrinafulton,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,colleenflangan,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,reshmasaujani,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,domesticworkers,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,aijenpoo,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,iammarleydias,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,astrid_nv,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
pmm526,hillaryclinton,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/823724509496606721/UzeMae3y_normal.jpg,3/9/18 01:11,https://twitter.com/#!/pmm526/status/971916341039910912,,,971916341039910912,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
bobothefooi,iamgmjohnson,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @IamGMJohnson: This literally says it’s only a felony if contact is made skin to skin. Sexual assault in this country is an absolute j…",,,,,http://pbs.twimg.com/profile_images/970788888829624320/uC52GAe7_normal.jpg,3/9/18 01:11,https://twitter.com/#!/bobothefooi/status/971916346824028160,,,971916346824028160,,FALSE,0,,TRUE,en,,971585615878873090,FALSE,6158,971586963945017345,Twitter for Android,FALSE,971586963945017345,Tweet,0,0,,,,,,,,
leechinju,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:10,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/971734319893921792/rWU6XdWE_normal.jpg,3/9/18 01:10,https://twitter.com/#!/leechinju/status/971916215684747264,,,971916215684747264,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for iPhone,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
leechinju,washizaemon,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @washizaemon: ____________ #MeToo ___________________________ ___________________________________________________ ______________________…,,,metoo,,http://pbs.twimg.com/profile_images/971734319893921792/rWU6XdWE_normal.jpg,3/9/18 01:11,https://twitter.com/#!/leechinju/status/971916335562108930,,,971916335562108930,,FALSE,0,,FALSE,th,,,FALSE,2756,970580412962455552,Twitter for iPhone,FALSE,970580412962455552,Tweet,0,0,,,,,,,,
leechinju,washizaemon,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @washizaemon: _____________________________________________________ _____________________ ________ _____ ________ ____________________…",,,,,http://pbs.twimg.com/profile_images/971734319893921792/rWU6XdWE_normal.jpg,3/9/18 01:11,https://twitter.com/#!/leechinju/status/971916347050311680,,,971916347050311680,,FALSE,0,,FALSE,th,,,FALSE,1324,970581966687944705,Twitter for iPhone,FALSE,970581966687944705,Tweet,0,0,,,,,,,,
harleysurfer,harleysurfer,,,,,,,,,,,,,Tweet,3/9/18 00:04,"Best ""Keep your pecker in your pocket"" tweet of the day!!!#MeToo  but thankfully not by the cheeto! https://t.co/XbJ6AwM6gT",https://twitter.com/mcspocky/status/971437800884117504,twitter.com,metoo,,http://pbs.twimg.com/profile_images/940995075642757120/SsA-t320_normal.jpg,3/9/18 00:04,https://twitter.com/#!/harleysurfer/status/971899438158327810,,,971899438158327810,,FALSE,1,,TRUE,en,,971437800884117504,FALSE,4,,Twitter for Android,FALSE,971899438158327810,Retweet,0,0,,,,,,,,
johnmterrio1,harleysurfer,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @harleysurfer: Best ""Keep your pecker in your pocket"" tweet of the day!!!#MeToo  but thankfully not by the cheeto! https://t.co/XbJ6Aw…",,,metoo,,http://pbs.twimg.com/profile_images/935729967136112641/ZojCGIiD_normal.jpg,3/9/18 01:11,https://twitter.com/#!/johnmterrio1/status/971916349755809792,,,971916349755809792,,FALSE,0,,TRUE,en,,971437800884117504,FALSE,4,971899438158327810,Twitter for iPad,FALSE,971899438158327810,Tweet,0,0,,,,,,,,
johnmterrio1,funder,,,,,,,,,,,,,Mentions,3/9/18 01:10,"RT @mcspocky: #RT @funderThe 16 women who accused Trump of sexual assault are telling their story in one video-please share this far &amp; wid…",,,rt,,http://pbs.twimg.com/profile_images/935729967136112641/ZojCGIiD_normal.jpg,3/9/18 01:10,https://twitter.com/#!/johnmterrio1/status/971916079122567168,,,971916079122567168,,FALSE,0,,FALSE,en,,,FALSE,3079,971437800884117504,Twitter for iPad,FALSE,971437800884117504,Tweet,0,0,,,,,,,,
johnmterrio1,mcspocky,,,,,,,,,,,,,Mentions,3/9/18 01:10,"RT @mcspocky: #RT @funderThe 16 women who accused Trump of sexual assault are telling their story in one video-please share this far &amp; wid…",,,rt,,http://pbs.twimg.com/profile_images/935729967136112641/ZojCGIiD_normal.jpg,3/9/18 01:10,https://twitter.com/#!/johnmterrio1/status/971916079122567168,,,971916079122567168,,FALSE,0,,FALSE,en,,,FALSE,3079,971437800884117504,Twitter for iPad,FALSE,971437800884117504,Tweet,0,0,,,,,,,,
twicecologist,vocalistjihyo,,,,,,,,,,,,,Mentions,3/9/18 01:11,RT @vocalistjihyo: I’m happy for Suzy but I’m also extremely sad because I know that these dating scandals are just cover up for the govern…,,,,,http://pbs.twimg.com/profile_images/970235510697295877/2NlHi_0i_normal.jpg,3/9/18 01:11,https://twitter.com/#!/twicecologist/status/971916355552210944,,,971916355552210944,,FALSE,0,,FALSE,en,,,FALSE,6,971911659785768962,Twitter for iPhone,FALSE,971911659785768962,Tweet,0,0,,,,,,,,
zainaawan,thepakimon,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @thepakimon: When I was about 12, I got groped in a marketplace in Lahore. Years later at a sleepover I shared the story with my girl fr…",,,,,http://pbs.twimg.com/profile_images/971823114140241921/2ljyaTUw_normal.jpg,3/9/18 01:11,https://twitter.com/#!/zainaawan/status/971916358542905344,,,971916358542905344,,FALSE,0,,FALSE,en,,,FALSE,380,971729528308600833,Twitter for iPhone,FALSE,971729528308600833,Tweet,0,0,,,,,,,,
seijodani,subversivos_,,,,,,,,,,,,,Mentions,3/9/18 01:11,"RT @subversivos_: El New York Times ha publicado un especial titulado Día Internacional de la Mujer 2018: Más allá del #MeToo, con orgullo,…",,,metoo,,http://pbs.twimg.com/profile_images/655126313016107009/cvgv4TOu_normal.jpg,3/9/18 01:11,https://twitter.com/#!/seijodani/status/971916363538321410,,,971916363538321410,,FALSE,0,,FALSE,es,,,FALSE,66,971893136699133952,Twitter for iPhone,FALSE,971893136699133952,Tweet,0,0,,,,,,,,
he_him_his,monicalewinsky,,,,,,,,,,,,,Replies to,3/9/18 01:11,@MonicaLewinsky I think you were treated very unfairly and I think you handled that very difficult situation with a lot style and class. There is certainly a double standard.I think you would be a great spokeswoman for the #metoo Peace and love to you #MLew,,,metoo mlew,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3/9/18 01:11,https://twitter.com/#!/he_him_his/status/971916365098573824,,,971916365098573824,,FALSE,0,2835276183,FALSE,en,,,FALSE,0,,Twitter Web Client,FALSE,971916365098573824,Tweet,0,0,,,,,,,,
